Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
16,female,caucasian,bachelors,2.2521845869844137,8,false,high,false,false,true,false,2.1452047204671914,D
18,male,caucasian,none,18.679748370252344,10,false,high,true,false,false,false,2.854803928981318,C
18,male,caucasian,some-college,3.67159254710292,20,false,high,true,false,false,false,1.519441725815139,F
15,male,asian,some-college,5.055317199023282,12,true,none,false,true,false,false,1.727120309522409,F
15,male,caucasian,bachelors,8.132730537699409,17,false,very high,false,false,false,true,1.8475354711387904,F
18,male,caucasian,bachelors,7.663289371182516,25,false,low,false,true,false,false,0.3846169728564877,F
16,male,other,bachelors,15.89325784795778,21,false,none,true,true,false,false,0.94940609779728,F
16,male,caucasian,bachelors,9.126336411019247,27,true,moderate,true,true,false,false,1.1409594184203395,F
15,male,other,high-school,3.415365200066738,23,false,low,false,false,false,false,0.2614722600507521,F
18,male,caucasian,high-school,5.344197909721482,26,true,low,false,false,false,false,0.2182848568210317,F
15,male,asian,high-school,10.18226770375044,21,true,low,false,true,false,false,1.0677635510419796,F
15,female,african-american,high-school,2.949078348522698,3,true,low,true,true,false,false,3.0189058584279675,B
17,female,asian,high-school,12.233113512920282,21,true,high,true,true,false,false,1.5268678317927231,F
17,female,other,some-college,11.314946131022918,23,true,low,false,false,false,false,1.0582873996898603,F
17,male,caucasian,high-school,14.294046327645152,7,false,moderate,false,false,false,false,2.625128097732231,C
16,female,other,some-college,18.754092307587353,12,true,very high,false,false,false,false,2.8087548220286536,C
18,female,caucasian,high-school,18.245091222023113,9,false,moderate,false,true,false,false,2.8888916692724433,C
18,female,caucasian,high-school,18.921512361376628,1,true,high,true,true,false,false,4.0,A
18,male,caucasian,some-college,4.894311940474019,7,false,very high,false,false,true,false,2.515300272256249,C
18,male,african-american,some-college,2.6313061327870924,5,false,low,true,false,false,false,2.5637654300150947,C
17,male,caucasian,some-college,6.04553400992897,15,false,moderate,false,false,false,false,1.7036118032323682,F
16,male,african-american,some-college,17.90170345532629,17,false,high,false,false,true,false,2.0998851567205854,D
16,female,african-american,high-school,19.441069492469765,16,false,very high,true,false,false,false,2.4610469629080955,D
17,female,asian,some-college,17.18649902140952,5,false,high,false,false,false,false,2.935477191694632,C
16,female,asian,none,2.200354422550872,12,true,low,true,false,true,false,1.9863780592187463,F
17,female,caucasian,high-school,18.948559961195865,22,false,very high,false,false,true,false,1.5715441913992825,F
18,male,caucasian,some-college,8.46716054701572,13,false,low,false,true,false,false,1.6643106896610833,F
17,male,caucasian,none,0.1862058152470735,29,true,moderate,true,true,false,false,0.7562591665741925,F
18,male,caucasian,high-school,8.847874814963872,25,false,moderate,false,true,false,false,0.8027695392342074,F
18,female,caucasian,higher,0.9213833935093518,20,false,moderate,false,true,true,false,1.3423871779577343,F
15,male,caucasian,higher,10.87755842322235,29,false,high,true,false,false,false,0.2865712882866222,F
17,male,caucasian,high-school,6.771080548741026,9,true,high,false,true,false,false,2.61383869367367,C
15,female,other,none,9.468698671880976,23,false,high,false,true,false,false,0.9290125546259368,F
17,female,african-american,high-school,12.26340721486234,10,false,none,true,false,true,false,1.8927586959265916,F
17,male,caucasian,high-school,17.376021916356407,12,false,moderate,false,false,true,false,2.331261549308754,D
15,male,african-american,bachelors,13.238031529438572,11,false,high,false,true,false,false,2.234238472600233,D
15,male,caucasian,high-school,8.680977369563614,8,false,moderate,false,true,false,false,2.3858282190764624,D
17,male,caucasian,some-college,16.388557073407302,3,true,very high,false,false,false,false,3.3473567435078095,B
16,male,african-american,high-school,18.111642751462643,6,true,high,true,false,false,false,3.2618553073332905,B
18,male,caucasian,higher,2.3951993286439444,23,false,high,false,true,false,false,1.0396238791477144,F
15,female,caucasian,high-school,10.638659551055827,28,false,none,false,true,false,false,0.0278186247324679,F
18,female,other,some-college,5.690239194848883,21,true,high,false,false,true,false,1.3299645378768772,F
16,female,asian,high-school,0.941223957538948,1,false,very high,false,false,true,false,3.2839165218973836,B
16,male,african-american,some-college,13.370933902279706,6,false,moderate,true,false,false,false,2.937454182316864,C
16,female,african-american,high-school,17.255415549184512,28,false,high,false,false,true,true,0.7388682028052602,F
15,male,african-american,high-school,3.258053089547881,8,false,moderate,true,true,false,false,2.556801662833417,C
16,male,caucasian,bachelors,16.24827315247801,4,true,moderate,false,false,false,false,3.300928568970799,B
15,female,caucasian,bachelors,17.067914670738833,14,false,high,true,false,true,false,2.200682946560561,D
16,male,caucasian,bachelors,18.28680885332967,17,false,high,false,true,false,false,1.8558655731681937,F
18,male,caucasian,some-college,5.305701781721048,3,false,high,false,false,false,false,2.7344014944199917,C
18,female,african-american,bachelors,18.079061303797783,18,true,low,true,true,false,false,2.1317372971872284,D
17,female,caucasian,none,6.413255094728645,19,false,low,false,false,false,false,0.9797699107752862,F
18,female,other,high-school,11.046760269110056,25,false,high,false,true,false,false,0.994325023551287,F
17,male,other,high-school,1.0101494166456426,6,false,low,false,true,false,false,2.0746999767813343,D
18,female,asian,some-college,0.8776217673748721,25,false,moderate,false,false,false,false,0.500508035804656,F
15,female,african-american,high-school,14.407464254644058,7,false,none,true,true,false,false,2.532438417587673,C
18,male,asian,high-school,8.88959955955582,16,false,low,false,true,false,false,1.4633780357856976,F
17,female,caucasian,some-college,5.125847507384352,12,false,high,true,true,false,false,2.342836773191855,D
17,female,asian,bachelors,3.808269920498204,23,false,high,false,false,false,false,1.1588463344506037,F
16,female,caucasian,high-school,13.399069817184362,20,true,low,true,false,true,true,1.5237487447337323,F
15,male,asian,high-school,0.0080308805067974,27,false,low,false,false,true,false,0.0,F
18,male,caucasian,high-school,16.117823383937086,22,false,none,true,false,true,false,1.0586220144439875,F
16,male,asian,high-school,1.5849921225985764,10,false,moderate,false,false,true,true,2.2297401841747666,D
18,male,other,high-school,3.829792298162389,26,false,low,false,false,false,true,0.1947432807455151,F
18,female,caucasian,some-college,7.724727905981792,0,false,moderate,true,true,false,false,3.5069200713692137,A
16,male,caucasian,some-college,9.697174794322072,1,true,high,false,false,false,false,3.552286943350944,A
16,male,other,some-college,7.099902316278836,16,true,high,false,true,false,false,2.23849135429023,D
16,female,caucasian,high-school,6.414243299685878,4,false,low,true,true,false,false,2.7084723438568763,C
16,female,asian,bachelors,19.278320241463767,29,false,high,false,false,false,true,0.7329082339013866,F
16,female,african-american,high-school,12.831593624867883,29,false,very high,false,false,true,false,0.9654824453045304,F
18,male,caucasian,some-college,0.4686591073477641,5,false,moderate,false,true,false,false,2.5552328599380942,C
16,male,caucasian,bachelors,8.603518168886264,25,false,moderate,true,false,true,true,0.7443222999212357,F
15,male,caucasian,high-school,17.500173994879404,24,false,moderate,false,false,false,false,0.7220565813951911,F
17,female,asian,high-school,6.029123728213359,23,true,low,true,true,false,true,1.2712295298373406,F
16,female,caucasian,bachelors,1.8911268954877647,6,false,high,true,false,true,true,2.52614214142023,C
16,male,african-american,high-school,15.167695431798355,27,false,high,true,true,false,false,0.9424153953595232,F
18,female,caucasian,some-college,12.120276638721624,20,true,moderate,false,true,false,false,1.515639098395023,F
16,female,african-american,none,11.406250156530078,29,false,high,true,false,false,false,0.6482739267081915,F
16,female,asian,some-college,1.0715311921481585,14,false,high,false,true,true,true,2.0488500821388604,D
16,male,other,high-school,2.8099801959103465,18,false,none,true,false,false,true,0.8422959992571388,F
18,female,caucasian,none,12.450987924262275,15,false,low,false,true,false,false,1.4641879236906472,F
16,female,asian,some-college,4.156476829176716,24,true,high,true,true,false,false,1.487946865169799,F
17,male,asian,high-school,10.081401594968488,12,true,very high,false,false,false,false,2.587565796370635,C
18,male,african-american,high-school,10.89763372058787,4,true,high,false,false,false,false,3.2208069781948727,B
17,female,other,none,5.670143805418788,2,true,very high,false,false,true,false,3.5451594318003106,A
18,female,caucasian,high-school,18.968503110829857,2,false,moderate,false,false,false,false,3.0895989530746473,B
16,male,caucasian,high-school,16.8492821367115,18,true,low,false,true,true,false,1.9199564399182076,F
17,male,asian,none,14.44747015265597,13,true,moderate,false,false,false,false,2.1985931845869615,D
18,female,caucasian,bachelors,1.5598773281881817,15,false,none,false,false,false,true,0.8782126167627767,F
15,female,asian,none,2.122600386180389,21,false,high,true,false,true,false,1.340368647512407,F
16,female,asian,some-college,9.855626917299114,16,false,very high,false,false,false,false,1.8195113357139092,F
18,female,caucasian,high-school,3.2142669838197135,26,false,high,false,true,false,false,0.6193509314675341,F
15,male,asian,high-school,19.56530927058948,3,false,moderate,true,false,true,true,3.619460869693516,A
18,female,caucasian,bachelors,3.170404680548189,12,true,low,true,true,false,false,2.1749027962098797,D
15,female,african-american,high-school,9.74935670927948,7,true,low,false,true,true,false,2.9744060149110436,C
16,male,african-american,higher,7.282421136830108,18,false,moderate,false,false,false,false,0.9807358437488028,F
17,female,other,high-school,12.78772842908196,4,false,high,false,false,false,false,3.101673809015105,B
15,male,caucasian,some-college,2.5807281777884983,1,true,moderate,true,false,true,false,3.4982573417733205,B
18,female,caucasian,some-college,8.606328560847817,14,false,very high,true,false,false,false,2.590553445052984,C
16,female,african-american,bachelors,5.494100656142873,1,false,high,true,false,false,false,3.5350037581843186,A
15,male,asian,some-college,17.75503049343376,10,true,low,false,true,false,false,2.8199217452931866,C
18,male,african-american,some-college,0.8117142426939017,12,true,low,true,true,false,false,2.0165967745176614,D
18,female,caucasian,high-school,18.274549880129182,22,true,high,false,false,false,false,1.3711850388917164,F
18,female,caucasian,high-school,16.65988277106001,9,false,low,false,false,false,false,2.1047955879699045,D
15,female,caucasian,bachelors,5.951414328816309,2,false,high,false,false,false,false,3.030439088696523,B
15,male,asian,high-school,15.785813093542094,4,true,moderate,false,true,false,false,3.5824218723119596,A
15,female,caucasian,high-school,0.6242712067749512,2,false,low,true,false,false,false,2.4265467060392454,D
17,male,caucasian,some-college,19.33731100586787,5,true,moderate,true,false,false,false,3.161436270258364,B
15,male,other,high-school,10.531898851795788,12,false,moderate,true,false,false,false,2.122638529628868,D
15,female,caucasian,higher,6.065620521308905,9,false,high,false,true,false,false,2.204860580997317,D
15,male,other,some-college,7.251664251893541,18,false,none,true,false,true,true,1.182987500498048,F
17,female,african-american,some-college,1.3281070692099473,7,false,high,true,false,false,false,2.7387957163435996,C
15,female,asian,bachelors,19.786990280840783,17,true,high,false,false,false,false,2.2379013009826028,D
18,female,caucasian,none,0.7858389030138491,2,false,high,true,false,false,false,3.1394815463803876,B
15,female,caucasian,high-school,13.09814246295718,23,true,none,true,true,false,false,1.0460447710800969,F
18,female,asian,some-college,8.854718554129166,23,true,high,false,false,false,false,0.8164582452137992,F
18,male,asian,high-school,18.978324363774306,16,false,moderate,true,false,true,false,2.03354462052118,D
18,male,asian,some-college,4.919994806135904,7,true,moderate,true,true,false,false,2.4320785227822372,D
17,female,caucasian,bachelors,10.641736478760226,9,false,high,true,false,false,false,2.6597713195279016,C
17,female,asian,some-college,9.64712417165506,1,true,moderate,true,false,false,true,3.5888879397650117,A
17,male,asian,high-school,14.057328881002029,11,false,high,false,true,false,false,2.3145876278110027,D
15,male,african-american,higher,1.3602046390484102,22,false,low,true,true,false,true,1.00722582021403,F
18,male,asian,some-college,3.875782600467097,5,false,high,true,false,false,false,2.8816123214605245,C
17,male,asian,some-college,4.291296401856997,1,false,low,false,true,true,false,2.804504928911685,C
17,female,african-american,high-school,14.763015096833794,20,true,high,false,true,false,false,1.7629211240998668,F
15,female,caucasian,bachelors,3.7827739265348015,22,false,very high,true,false,false,true,1.11991126295732,F
17,male,caucasian,some-college,11.469835277819534,23,false,moderate,false,false,false,false,1.0306575057198797,F
15,female,caucasian,some-college,4.304876410019074,2,false,moderate,true,false,false,false,3.0756193536614336,B
16,male,caucasian,bachelors,17.232499001679567,16,true,high,true,true,false,false,2.631434065124418,C
17,female,caucasian,high-school,18.84370908979277,28,false,none,false,true,true,true,0.5030669073279145,F
16,male,caucasian,some-college,10.369859498844807,6,false,moderate,false,false,false,false,2.784237837142815,C
15,female,caucasian,bachelors,7.046177684183565,28,false,moderate,false,false,false,false,0.2476267650865634,F
18,male,caucasian,high-school,4.681155500349982,20,false,high,false,false,false,true,1.189548769618786,F
17,male,asian,some-college,0.9956200304608752,4,true,high,true,false,false,true,3.3759940088028393,B
15,female,other,bachelors,5.370001523949908,22,true,high,false,false,false,false,1.293573556445951,F
18,male,caucasian,some-college,13.084715598906358,0,true,high,false,false,true,true,3.7185869042869646,A
18,female,other,some-college,10.672338626184215,7,false,high,true,false,false,false,2.670559614819829,C
16,female,african-american,bachelors,18.880825565618547,11,true,moderate,true,false,false,false,2.369648013449619,D
15,male,caucasian,bachelors,7.925545249834012,13,false,moderate,false,true,false,false,1.6244868202221543,F
18,female,caucasian,high-school,13.87726684656789,15,true,moderate,true,true,false,false,2.5374768278143587,C
17,female,african-american,none,9.786454949502428,9,false,very high,false,true,false,false,2.298417928509479,D
17,female,asian,some-college,10.251524318484233,14,false,high,true,false,false,false,2.2598041504961186,D
16,female,asian,some-college,5.35548629208235,20,false,moderate,false,true,false,false,1.3213433008698847,F
18,female,caucasian,some-college,9.099015536839994,23,false,high,false,true,false,false,0.9499742281238568,F
15,male,caucasian,some-college,9.415699940254145,25,false,moderate,true,false,false,true,0.818786616073051,F
17,female,caucasian,high-school,14.132850434978678,14,true,high,false,false,false,false,2.3392245127535936,D
18,female,caucasian,some-college,18.81279998372228,9,false,moderate,false,true,false,false,2.6827762879633723,C
18,female,caucasian,high-school,6.586425549650086,20,true,low,true,false,false,false,1.543837471085622,F
16,female,caucasian,some-college,0.8440093716259689,27,false,high,true,false,false,false,0.1969011048236224,F
17,female,asian,some-college,9.925902510012794,6,false,high,false,false,false,false,2.748610257448085,C
17,male,other,high-school,10.889226642983372,25,true,moderate,true,false,true,false,1.1048937876999445,F
15,female,caucasian,high-school,3.368811022638305,2,false,moderate,true,false,false,false,2.553439811443938,C
17,male,other,some-college,15.209292125521332,1,false,high,true,false,false,true,3.2742334588098787,B
15,male,caucasian,some-college,19.698582168829834,5,true,high,false,false,false,false,3.1860603780389143,B
17,male,caucasian,high-school,18.915494340169214,20,false,high,true,false,false,false,1.722115750240589,F
16,male,caucasian,higher,3.942120776473044,8,false,moderate,true,true,false,false,2.3380463575903736,D
17,female,african-american,some-college,17.507264798015214,9,true,very high,true,true,false,false,3.273998748434336,B
15,male,other,higher,14.089872728233694,3,false,high,false,false,false,false,2.993502391205279,C
15,male,african-american,some-college,9.076931276138232,26,true,high,true,false,false,false,0.8963978990233954,F
16,female,caucasian,some-college,10.812219886494582,2,false,high,false,false,false,false,2.9610552588035977,C
17,female,african-american,bachelors,16.99200349964916,8,false,low,true,false,false,false,2.6743510954520984,C
17,female,caucasian,some-college,9.602698792767464,23,false,none,true,true,false,false,1.2178731513333656,F
16,male,asian,some-college,7.464147382102537,21,true,high,false,false,false,false,1.36559111032951,F
17,female,african-american,high-school,9.864949860519715,16,false,moderate,false,false,false,true,1.5222748446854282,F
17,female,caucasian,some-college,11.582596080700982,13,true,high,false,false,false,false,2.2314023973705024,D
15,male,african-american,high-school,3.781553075566977,9,false,moderate,true,false,false,false,2.135266354890094,D
17,female,african-american,high-school,18.018154605339813,12,false,moderate,false,false,false,false,2.255698914963147,D
17,female,caucasian,none,13.483738976592276,11,true,low,true,false,true,false,2.751145787611705,C
16,female,african-american,none,12.665378346749778,26,false,high,true,true,false,false,0.8976341586164038,F
16,female,caucasian,higher,1.9899245236127627,0,false,low,true,false,false,true,3.117354434785501,B
18,male,asian,high-school,12.083478763451836,27,false,high,true,false,true,false,1.2875951312580094,F
15,female,asian,some-college,2.4192132447698467,21,false,moderate,false,false,false,false,0.5710530980330257,F
17,female,asian,bachelors,1.573953503907981,28,false,high,true,false,false,false,0.5813557994949716,F
17,male,african-american,some-college,10.546217912847863,18,false,low,false,false,true,false,1.6434624040739565,F
18,female,african-american,high-school,8.055710680929899,18,false,low,false,false,false,false,1.2348440407820207,F
17,male,caucasian,some-college,11.776205403124465,5,false,high,false,true,false,true,2.968093619579765,C
15,female,asian,some-college,1.784443361144772,12,false,moderate,true,false,false,false,2.009298479722319,D
18,male,caucasian,some-college,8.619661256945168,18,false,low,true,false,false,false,1.146086034129592,F
15,male,caucasian,some-college,3.4957343009031594,12,true,very high,false,false,false,false,2.1923631978552875,D
18,male,caucasian,higher,19.74200171848233,26,true,low,true,false,false,false,0.94573087329995,F
18,male,caucasian,some-college,11.223004248703488,25,false,moderate,true,false,false,false,0.5672500284902902,F
16,female,african-american,high-school,13.748737218817348,21,false,low,false,false,false,false,0.9707643470928292,F
15,male,caucasian,some-college,6.508365613652156,20,true,moderate,true,false,true,true,1.6560601255004677,F
17,female,asian,none,1.894778295586883,3,false,moderate,false,false,true,false,2.8393132491560324,C
17,male,caucasian,bachelors,19.517417255670733,23,false,low,false,false,true,true,0.189818059909026,F
15,male,caucasian,high-school,5.7251807076636645,1,false,high,true,false,false,false,3.25829468502287,B
17,male,african-american,high-school,8.476163703471485,14,true,moderate,false,false,false,false,1.9200558526588951,F
17,female,caucasian,bachelors,12.9972784340515,11,false,high,false,false,false,false,2.0217714943693785,D
15,male,caucasian,some-college,0.4939459537222257,29,true,low,true,false,false,false,0.1259330746249498,F
18,female,asian,high-school,16.205182610345737,26,true,moderate,true,false,false,false,1.2870134123902284,F
15,female,caucasian,some-college,10.731563800572406,6,false,none,true,false,true,false,2.5914267032293132,C
18,female,asian,bachelors,5.564343741376443,19,true,high,false,false,false,false,1.4633796485356,F
17,female,caucasian,high-school,1.232159705849385,17,false,high,false,false,false,false,1.465549386433812,F
17,female,caucasian,bachelors,3.2499683094888288,22,false,high,true,true,false,true,1.710466837709535,F
17,female,asian,none,17.900677177068737,12,false,moderate,false,true,false,true,2.288505685252231,D
16,female,caucasian,some-college,13.72048447871782,16,false,high,false,false,true,false,1.9609688486532324,F
18,female,caucasian,bachelors,4.998034432737796,3,false,high,false,false,false,false,2.6216233262773407,C
16,female,caucasian,high-school,1.3120152989005909,24,false,none,true,false,false,false,0.7683163859836675,F
16,male,caucasian,some-college,13.812306247732726,13,false,low,false,false,true,false,1.8064063454058108,F
15,male,asian,high-school,11.448154519355302,19,false,moderate,false,false,false,false,0.88186635307777,F
16,male,caucasian,some-college,8.090390489164701,27,false,high,false,true,false,false,0.8170682206563473,F
15,male,asian,some-college,7.272228983801277,12,true,none,false,false,false,false,1.4461325277019692,F
15,male,asian,some-college,4.336285518582166,2,false,high,false,true,false,false,3.3390943622003117,B
16,female,caucasian,high-school,13.392225130750353,25,false,moderate,false,false,false,false,0.8196254779474454,F
18,female,other,high-school,19.41336055587741,25,false,moderate,false,false,false,false,0.6768179731112823,F
18,female,caucasian,none,3.514304916736517,17,false,low,false,true,false,true,1.3895448744649723,F
18,female,other,high-school,11.942332400310068,13,false,moderate,false,true,false,true,1.9915084140251775,F
18,female,caucasian,some-college,8.483701114919524,14,false,none,false,true,false,false,1.6398675504146123,F
18,female,african-american,bachelors,8.933774434893298,2,false,none,false,true,false,false,2.5117430206054214,C
16,female,caucasian,some-college,5.082945602556288,0,false,high,false,false,true,false,2.9839199495864985,C
16,male,caucasian,some-college,16.50269751322838,25,true,moderate,false,false,true,false,1.25865485443205,F
17,male,african-american,higher,9.705112082944822,23,true,moderate,false,false,false,false,1.4179299273727557,F
18,male,asian,some-college,10.86811704396528,16,false,low,true,false,true,false,1.5970165723817666,F
16,male,caucasian,bachelors,6.095218255946515,2,true,moderate,false,true,false,false,3.0886998681859597,B
17,female,caucasian,some-college,3.636169313338995,13,false,none,true,true,false,false,1.6413414427787147,F
18,female,asian,high-school,1.7182077640564095,2,false,moderate,false,true,false,false,2.5868706562634283,C
15,female,african-american,none,14.282382818498318,12,true,moderate,false,false,false,false,2.389032645212185,D
17,male,other,some-college,3.924685633757112,14,false,moderate,true,false,false,false,1.8981464002812252,F
16,female,asian,high-school,13.801507083775954,17,false,very high,false,true,false,false,2.1104879749817496,D
15,female,other,high-school,7.807528920939077,13,false,moderate,false,false,false,false,1.7002735894049137,F
15,female,asian,some-college,8.315496019793029,20,false,moderate,true,false,false,false,1.0444999950877136,F
15,male,caucasian,some-college,9.383549921855431,25,false,moderate,false,true,false,false,1.1941661337644758,F
17,female,caucasian,some-college,7.354170162550863,2,false,low,false,false,true,false,2.6491368281965504,C
16,male,asian,high-school,2.0123995444518017,18,false,high,false,true,false,false,1.2341413889277302,F
15,male,african-american,high-school,6.192636200056915,7,false,moderate,true,false,false,false,2.127408865912826,D
18,male,caucasian,some-college,13.274687213878767,3,true,low,true,false,false,false,2.913887649138132,C
15,male,caucasian,higher,13.31568802937742,3,false,high,false,false,false,true,3.119393913150377,B
15,female,other,some-college,5.724486144799887,18,true,none,false,false,false,false,1.0363787383257312,F
17,male,african-american,bachelors,9.20205253115376,10,false,very high,true,false,false,true,2.403284547023526,D
17,male,caucasian,some-college,3.8689445602387496,0,true,high,false,false,false,false,3.1565080639094454,B
16,female,caucasian,some-college,4.2074416305967155,7,true,moderate,false,true,true,false,2.723471858740064,C
18,female,caucasian,high-school,0.4609417681321481,14,false,low,true,true,false,false,1.5309511463109082,F
17,male,caucasian,some-college,17.934930998154893,0,false,low,false,false,false,false,3.4685813491357274,B
15,female,caucasian,some-college,4.214133301498125,6,false,low,true,false,false,false,2.3020320443414053,D
16,male,caucasian,some-college,4.550677538729266,20,true,low,true,false,false,false,1.265677909199434,F
15,male,asian,some-college,5.592028652902636,19,false,moderate,true,true,false,true,1.479602227739032,F
15,male,caucasian,some-college,2.54816143390858,19,false,very high,false,false,true,true,1.4450767191993792,F
17,male,asian,high-school,12.785257663627256,23,false,moderate,false,false,false,false,0.8094338103684621,F
16,female,asian,some-college,1.5028590635517314,10,true,high,false,false,false,false,2.1502332699887816,D
18,male,caucasian,high-school,2.6840485265270053,26,false,high,false,false,false,false,0.5591437155118445,F
18,female,african-american,bachelors,12.895134531801858,28,false,high,false,false,false,false,0.5807884851770568,F
17,female,caucasian,high-school,6.793212409628855,13,false,none,false,true,true,true,1.602089195984674,F
17,female,asian,none,14.158956534023782,21,true,moderate,false,true,false,false,1.0027983635819373,F
16,female,caucasian,some-college,11.14849489340284,15,false,high,false,false,false,false,1.6630634531990602,F
18,male,african-american,some-college,5.120423461230262,13,false,high,false,false,false,true,1.5315464597195698,F
18,female,african-american,some-college,13.016559009786562,11,false,very high,false,false,false,false,2.205842147030335,D
18,male,caucasian,high-school,2.325473605857613,16,false,high,false,false,false,true,1.155338560965664,F
15,female,caucasian,some-college,10.728207661600608,13,true,low,false,false,false,false,2.153758339869399,D
18,female,african-american,high-school,8.742962100900693,9,false,moderate,true,false,false,true,2.592786686317039,C
15,male,asian,bachelors,5.357471656348816,23,false,none,true,true,false,false,0.9123305070955544,F
16,male,caucasian,bachelors,12.080099954790002,28,true,high,false,false,false,false,0.6956309334599464,F
15,male,african-american,some-college,17.42667184680565,13,true,moderate,false,false,false,false,2.1396198913689854,D
16,female,caucasian,high-school,19.978093995261535,17,false,high,false,false,false,false,1.5504493308923313,F
18,female,asian,some-college,12.15525537486849,21,false,very high,false,false,false,true,1.5475367003506038,F
18,male,caucasian,none,8.094117486583404,8,true,high,false,false,true,false,2.966548034294946,C
16,male,asian,some-college,4.5041420043240326,16,false,moderate,true,false,false,true,1.6336793710032238,F
17,male,caucasian,high-school,5.141921787902235,5,true,low,false,false,false,false,2.3325403195354064,D
16,male,caucasian,bachelors,9.589099562995314,7,true,high,true,true,true,false,3.270262309404739,B
17,female,caucasian,none,7.345554025614184,25,false,low,false,false,false,false,0.3464705925902769,F
15,male,caucasian,some-college,18.276290452498884,12,true,low,false,false,false,false,1.8949043363401072,F
15,male,african-american,some-college,7.365909353114191,17,false,low,false,false,false,false,1.4567426010872695,F
15,male,caucasian,some-college,7.468891822908709,4,false,moderate,true,false,false,false,2.5537231512721896,C
18,male,asian,none,7.67069024867954,5,false,low,false,false,false,false,2.224197461212005,D
15,female,caucasian,higher,16.732404207353163,20,true,very high,false,true,true,false,1.8476004181084256,F
17,male,caucasian,some-college,13.015766416938035,18,false,very high,true,false,false,false,1.849760707133483,F
15,female,caucasian,some-college,12.283377006377854,3,false,very high,false,false,true,false,3.268794215560215,B
16,male,caucasian,high-school,6.6828604476772435,6,true,none,false,false,false,true,2.546516637246023,C
16,male,caucasian,some-college,16.35808353664879,3,false,very high,false,false,false,false,3.1012292205041274,B
18,female,caucasian,some-college,0.7672772271140227,24,false,very high,false,false,true,false,0.6559540779626771,F
16,male,caucasian,none,17.415943446762263,10,true,very high,false,true,false,false,3.088512305616677,B
17,female,caucasian,high-school,10.254997995878592,11,true,high,false,false,false,false,1.9925598054819995,F
15,female,african-american,bachelors,7.965004697268256,13,true,high,false,true,false,false,2.605247445547851,C
18,male,african-american,high-school,9.943345614353714,12,true,low,false,false,false,false,1.7339724542334658,F
15,female,caucasian,high-school,13.348310610676622,28,false,high,true,false,false,false,1.11384878785912,F
15,female,caucasian,some-college,0.2553085303579472,9,false,none,true,false,false,false,1.6492502516618042,F
17,female,other,some-college,17.431037129164956,17,false,moderate,false,false,false,false,1.3375549802098765,F
